osm_id,name,highway,waterway,aerialway,barrier,man_made,railway,z_order,other_tags
171274855,,service,,,,,,0,"""service""=>""parking_aisle"",""surface""=>""asphalt"""
171274855,,service,,,,,,0,"""service""=>""parking_aisle"",""surface""=>""asphalt"""
171274855,,service,,,,,,0,"""service""=>""parking_aisle"",""surface""=>""asphalt"""
171274855,,service,,,,,,0,"""service""=>""parking_aisle"",""surface""=>""asphalt"""
252046425,,footway,,,,,,0,"""bicycle""=>""yes"",""horse""=>""yes"""
171274855,,service,,,,,,0,"""service""=>""parking_aisle"",""surface""=>""asphalt"""
252046425,,footway,,,,,,0,"""bicycle""=>""yes"",""horse""=>""yes"""
171536826,Strada delle Caserme,secondary,,,,,,6,"""maxspeed""=>""50"",""ref""=>""SP25"",""surface""=>""asphalt"""
171274855,,service,,,,,,0,"""service""=>""parking_aisle"",""surface""=>""asphalt"""
171536826,Strada delle Caserme,secondary,,,,,,6,"""maxspeed""=>""50"",""ref""=>""SP25"",""surface""=>""asphalt"""
252046425,,footway,,,,,,0,"""bicycle""=>""yes"",""horse""=>""yes"""
171536826,Strada delle Caserme,secondary,,,,,,6,"""maxspeed""=>""50"",""ref""=>""SP25"",""surface""=>""asphalt"""
708519150,,footway,,,,,,0,
708519148,,footway,,,,,,0,"""bicycle""=>""yes"",""footway""=>""crossing"",""horse""=>""yes"""
252046435,,footway,,,,,,0,"""bicycle""=>""yes"",""horse""=>""yes"",""mtb:scale""=>""0"",""smoothness""=>""bad"",""surface""=>""compacted"""
252046425,,footway,,,,,,0,"""bicycle""=>""yes"",""horse""=>""yes"""
171536826,Strada delle Caserme,secondary,,,,,,6,"""maxspeed""=>""50"",""ref""=>""SP25"",""surface""=>""asphalt"""
708519150,,footway,,,,,,0,
708519148,,footway,,,,,,0,"""bicycle""=>""yes"",""footway""=>""crossing"",""horse""=>""yes"""
708519150,,footway,,,,,,0,
708519150,,footway,,,,,,0,
708519150,,footway,,,,,,0,
708519150,,footway,,,,,,0,
93670030,Strada delle Viote,secondary,,,,,,6,"""lanes""=>""2"",""ref""=>""SP85"",""smoothness""=>""good"",""surface""=>""asphalt"""
708519149,,footway,,,,,,0,
708519150,,footway,,,,,,0,
93670030,Strada delle Viote,secondary,,,,,,6,"""lanes""=>""2"",""ref""=>""SP85"",""smoothness""=>""good"",""surface""=>""asphalt"""
708519149,,footway,,,,,,0,
708519150,,footway,,,,,,0,
93670030,Strada delle Viote,secondary,,,,,,6,"""lanes""=>""2"",""ref""=>""SP85"",""smoothness""=>""good"",""surface""=>""asphalt"""
708519149,,footway,,,,,,0,
708519149,,footway,,,,,,0,
708519149,,footway,,,,,,0,
258638354,,,,,,,,0,"""piste:difficulty""=>""advanced"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
366074402,,path,,,,,,0,
708519149,,footway,,,,,,0,
258638347,,,,,,,,0,"""piste:difficulty""=>""easy"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
186824263,,path,,,,,,0,
366074394,,track,,,,,,0,"""sac_scale""=>""hiking"",""tracktype""=>""grade3"""
366074402,,path,,,,,,0,
209021943,,path,,,,,,0,"""sac_scale""=>""hiking"""
258638354,,,,,,,,0,"""piste:difficulty""=>""advanced"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
258638347,,,,,,,,0,"""piste:difficulty""=>""easy"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
366074394,,track,,,,,,0,"""sac_scale""=>""hiking"",""tracktype""=>""grade3"""
366074397,,track,,,,,,0,"""sac_scale""=>""hiking"",""tracktype""=>""grade5"""
366074394,,track,,,,,,0,"""sac_scale""=>""hiking"",""tracktype""=>""grade3"""
366074397,,track,,,,,,0,"""sac_scale""=>""hiking"",""tracktype""=>""grade5"""
366074397,,track,,,,,,0,"""sac_scale""=>""hiking"",""tracktype""=>""grade5"""
366074398,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""sac_scale""=>""hiking"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074397,,track,,,,,,0,"""sac_scale""=>""hiking"",""tracktype""=>""grade5"""
366074403,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074398,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""sac_scale""=>""hiking"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074398,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""sac_scale""=>""hiking"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074398,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""sac_scale""=>""hiking"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074398,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""sac_scale""=>""hiking"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074398,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""sac_scale""=>""hiking"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074396,,path,,,,,,0,"""sac_scale""=>""hiking"""
366074398,,track,,,,,,0,"""access""=>""permissive"",""foot""=>""yes"",""sac_scale""=>""hiking"",""surface""=>""grass"",""tracktype""=>""grade5"""
366074396,,path,,,,,,0,"""sac_scale""=>""hiking"""
366074396,,path,,,,,,0,"""sac_scale""=>""hiking"""
366074396,,path,,,,,,0,"""sac_scale""=>""hiking"""
366074395,,path,,,,,,20,"""bridge""=>""yes"",""layer""=>""1"",""sac_scale""=>""hiking"""
366074396,,path,,,,,,0,"""sac_scale""=>""hiking"""
66050325,,,stream,,,,,0,
1126532062,,path,,,,,,0,"""sac_scale""=>""hiking"""
366074395,,path,,,,,,20,"""bridge""=>""yes"",""layer""=>""1"",""sac_scale""=>""hiking"""
66050325,,,stream,,,,,0,
258638318,,path,,,,,,0,"""sac_scale""=>""hiking"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
1126532062,,path,,,,,,0,"""sac_scale""=>""hiking"""
258638318,,path,,,,,,0,"""sac_scale""=>""hiking"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
1126532062,,path,,,,,,0,"""sac_scale""=>""hiking"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
34960153,,track,,,,,,0,"""bicycle""=>""yes"",""mtb:scale""=>""1"",""tracktype""=>""grade3"""
1126532061,,track,,,,,,0,"""bicycle""=>""yes"",""mtb:scale""=>""1"",""tracktype""=>""grade3"""
34960159,,path,,,,,,0,"""mtb:scale""=>""0"",""sac_scale""=>""hiking"""
258638349,,,,,,,,0,"""piste:difficulty""=>""intermediate"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
729684434,,path,,,,,,0,"""mtb:scale""=>""1"",""surface""=>""ground"""
1126532061,,track,,,,,,0,"""bicycle""=>""yes"",""mtb:scale""=>""1"",""tracktype""=>""grade3"""
1126532061,,track,,,,,,0,"""bicycle""=>""yes"",""mtb:scale""=>""1"",""tracktype""=>""grade3"""
1126532061,,track,,,,,,0,"""bicycle""=>""yes"",""mtb:scale""=>""1"",""tracktype""=>""grade3"""
258638349,,,,,,,,0,"""piste:difficulty""=>""intermediate"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
34960154,,track,,,,,,0,"""mtb:scale""=>""1"",""mtb:scale:uphill""=>""1"",""sac_scale""=>""hiking"",""tracktype""=>""grade3"""
531039879,,track,,,,,,0,"""mtb:scale""=>""0"",""sac_scale""=>""hiking"",""tracktype""=>""grade4"""
1126532061,,track,,,,,,0,"""bicycle""=>""yes"",""mtb:scale""=>""1"",""tracktype""=>""grade3"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
258638349,,,,,,,,0,"""piste:difficulty""=>""intermediate"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
160353225,,path,,,,,,0,
380241521,,,,,fence,,,0,"""fence_type""=>""wood"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
160353225,,path,,,,,,0,
380241521,,,,,fence,,,0,"""fence_type""=>""wood"""
531039880,,track,,,,,,0,"""bicycle""=>""yes"",""tracktype""=>""grade4"""
160353225,,path,,,,,,0,
380241521,,,,,fence,,,0,"""fence_type""=>""wood"""
160353225,,path,,,,,,0,
380241521,,,,,fence,,,0,"""fence_type""=>""wood"""
160353225,,path,,,,,,0,
380241521,,,,,fence,,,0,"""fence_type""=>""wood"""
160353225,,path,,,,,,0,
160353225,,path,,,,,,0,
160353225,,path,,,,,,0,
160353225,,path,,,,,,0,
160353225,,path,,,,,,0,
160353225,,path,,,,,,0,
258638341,,,,,,,,0,"""piste:difficulty""=>""intermediate"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
532354564,,path,,,,,,0,"""note:it""=>""Traccia creata seguendo shapefile SAT, da controllare caratteristiche e geometria."",""sac_scale""=>""hiking"""
160353225,,path,,,,,,0,
258638341,,,,,,,,0,"""piste:difficulty""=>""intermediate"",""piste:grooming""=>""classic;skating"",""piste:type""=>""nordic"""
532354564,,path,,,,,,0,"""note:it""=>""Traccia creata seguendo shapefile SAT, da controllare caratteristiche e geometria."",""sac_scale""=>""hiking"""
160353225,,path,,,,,,0,
160353225,,path,,,,,,0,
531039881,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
160353225,,path,,,,,,0,
531039881,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
160353225,,path,,,,,,0,
531039881,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
35945927,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
35945930,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
531502561,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
35945927,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
35945930,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
531502561,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
258638329,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"",""surface""=>""rock"",""trail_visibility""=>""excellent"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
35945931,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
35945931,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
35945932,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
35945932,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
35945932,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
35945932,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
35945932,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
35945932,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
719628826,,path,,,,,,0,
27986765,,,,,,,,0,"""admin_level""=>""7"",""boundary""=>""administrative"",""source:website""=>""https://www.comune.trento.it/Aree-tematiche/Cartografia/Download/Circoscrizioni"""
76779035,,path,,,,,,0,"""sac_scale""=>""mountain_hiking"""
719628826,,path,,,,,,0,
